book,category_path,filename,ext,usage,size_bytes,size_mb,width,height,orientation,size_bucket,suggested_role,subject_hits,relative_path,status,art_tag,notes
5 Parsecs Core Rulebook,Art/png/General Art,Camp Building Up 2 Scene 5 F.png,png,ingame,23457251,22.37,6000,3375,landscape,scene_landscape,scene,tag:battle_action;named_scene,5 Parsecs Core Rulebook/Art/png/General Art/Camp Building Up 2 Scene 5 F.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Camp Building Up 3 Scene 10 F.png,png,ingame,35072169,33.45,6000,3375,landscape,scene_landscape,scene,tag:battle_action;named_scene,5 Parsecs Core Rulebook/Art/png/General Art/Camp Building Up 3 Scene 10 F.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Camp Jungle Edge 0107 (1).png,png,ingame,13045843,12.44,4500,2522,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/Camp Jungle Edge 0107 (1).png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Central_Room_Freestyle.png,png,ingame,15990887,15.25,6000,3375,landscape,scene_landscape,scene,freestyle_action,5 Parsecs Core Rulebook/Art/png/General Art/Central_Room_Freestyle.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,City_Attack_1.png,png,ingame,6922785,6.6,6000,3375,landscape,scene_landscape,scene,tag:starport_street;tag:battle_action,5 Parsecs Core Rulebook/Art/png/General Art/City_Attack_1.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,City_Attack_2.png,png,ingame,19267311,18.37,6000,3375,landscape,scene_landscape,scene,tag:starport_street;tag:battle_action,5 Parsecs Core Rulebook/Art/png/General Art/City_Attack_2.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Cliff Overlook.png,png,ingame,13952017,13.31,4500,2522,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/Cliff Overlook.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Cockpit F.png,png,ingame,16306781,15.55,6000,3375,landscape,scene_landscape,scene,tag:ship_interior_bridge,5 Parsecs Core Rulebook/Art/png/General Art/Cockpit F.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Combat Drone Scene 6 F.png,png,ingame,22236829,21.21,6000,3375,landscape,scene_landscape,scene,tag:battle_action;named_scene,5 Parsecs Core Rulebook/Art/png/General Art/Combat Drone Scene 6 F.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Compendium COVER ART FINAL 2 300.png,png,ingame,87657322,83.6,6000,8585,portrait,fullpage,scene,cover_art,5 Parsecs Core Rulebook/Art/png/General Art/Compendium COVER ART FINAL 2 300.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Control_Room_Freestyle.png,png,ingame,19046804,18.16,6000,3375,landscape,scene_landscape,scene,freestyle_action,5 Parsecs Core Rulebook/Art/png/General Art/Control_Room_Freestyle.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Converted Engineer.png,png,ingame,6596367,6.29,6000,3375,landscape,scene_landscape,scene,species:engineer;species:converted,5 Parsecs Core Rulebook/Art/png/General Art/Converted Engineer.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Converted_Attack_2.png,png,ingame,15083981,14.39,6000,3375,landscape,scene_landscape,scene,species:converted;tag:battle_action,5 Parsecs Core Rulebook/Art/png/General Art/Converted_Attack_2.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Converted_Brawl.png,png,ingame,17013086,16.22,6000,3375,landscape,scene_landscape,scene,species:converted,5 Parsecs Core Rulebook/Art/png/General Art/Converted_Brawl.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Converted_V4_Freestyle.png,png,ingame,17922988,17.09,6000,3375,landscape,scene_landscape,scene,species:converted;freestyle_action,5 Parsecs Core Rulebook/Art/png/General Art/Converted_V4_Freestyle.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Converted_Wrath_Freestyle.png,png,ingame,15738964,15.01,6000,3375,landscape,scene_landscape,scene,species:rat;species:converted;freestyle_action,5 Parsecs Core Rulebook/Art/png/General Art/Converted_Wrath_Freestyle.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Cover2-C_FINAL.png,png,ingame,5939480,5.66,5940,3849,landscape,scene_landscape,scene,cover_art,5 Parsecs Core Rulebook/Art/png/General Art/Cover2-C_FINAL.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,DEC_8_Entrance_ revised.png,png,ingame,17396345,16.59,6000,3500,landscape,scene_landscape,scene,revision,5 Parsecs Core Rulebook/Art/png/General Art/DEC_8_Entrance_ revised.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Dec_10_FP_.png,png,ingame,20560308,19.61,6000,3500,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/Dec_10_FP_.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Dec_10_preparing_Ambush.png,png,ingame,18399625,17.55,6000,3500,landscape,scene_landscape,scene,tag:battle_action,5 Parsecs Core Rulebook/Art/png/General Art/Dec_10_preparing_Ambush.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Dec_11_Ambush.png,png,ingame,18750123,17.88,6000,3600,landscape,scene_landscape,scene,tag:battle_action,5 Parsecs Core Rulebook/Art/png/General Art/Dec_11_Ambush.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Dec_12_escape_.png,png,ingame,19015061,18.13,6000,3600,landscape,scene_landscape,scene,tag:battle_aftermath_retreat,5 Parsecs Core Rulebook/Art/png/General Art/Dec_12_escape_.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Dec_14_Lost_Avenue_2.png,png,ingame,20382754,19.44,6000,3888,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/Dec_14_Lost_Avenue_2.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Dec_15_intothecrowd_.png,png,ingame,21693884,20.69,6000,3888,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/Dec_15_intothecrowd_.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Dec_17_intothecrowd_3.png,png,ingame,9245929,8.82,6000,3888,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/Dec_17_intothecrowd_3.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Dec_18_intothecrowd_4.png,png,ingame,21538928,20.54,6000,3888,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/Dec_18_intothecrowd_4.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Dec_18_intothecrowd_5.png,png,ingame,21542210,20.54,6000,3888,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/Dec_18_intothecrowd_5.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Dec_20_Fury_rifle_concepts_.png,png,ingame,1438543,1.37,3806,1839,landscape,scene_landscape,scene,concept_sheet,5 Parsecs Core Rulebook/Art/png/General Art/Dec_20_Fury_rifle_concepts_.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Dec_7_Desert_scene_01.png,png,ingame,19840748,18.92,6000,3500,landscape,scene_landscape,scene,tag:wasteland;tag:battle_action;named_scene,5 Parsecs Core Rulebook/Art/png/General Art/Dec_7_Desert_scene_01.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Dec_9_Gambling_Hall-p19.png,png,ingame,6703551,6.39,6000,3500,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/Dec_9_Gambling_Hall-p19.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Dec_9_Gambling_Hall.png,png,ingame,18376606,17.53,6000,3500,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/Dec_9_Gambling_Hall.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,DeepForest_freestyle.png,png,ingame,32072811,30.59,6000,3375,landscape,scene_landscape,scene,tag:wilderness_approach;freestyle_action,5 Parsecs Core Rulebook/Art/png/General Art/DeepForest_freestyle.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Deploy_Freestyle.png,png,ingame,19142057,18.26,6000,3375,landscape,scene_landscape,scene,freestyle_action,5 Parsecs Core Rulebook/Art/png/General Art/Deploy_Freestyle.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Descending Scene 7 F.png,png,ingame,16685710,15.91,6000,3375,landscape,scene_landscape,scene,tag:battle_action;named_scene,5 Parsecs Core Rulebook/Art/png/General Art/Descending Scene 7 F.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Desert_MSTruck.png,png,ingame,16312381,15.56,6000,3375,landscape,scene_landscape,scene,tag:wasteland,5 Parsecs Core Rulebook/Art/png/General Art/Desert_MSTruck.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Discover_Freestyle.png,png,ingame,37299451,35.57,6000,3375,landscape,scene_landscape,scene,cover_art;freestyle_action,5 Parsecs Core Rulebook/Art/png/General Art/Discover_Freestyle.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,DropShip_Freestyle.png,png,ingame,17351139,16.55,6000,3375,landscape,scene_landscape,scene,freestyle_action,5 Parsecs Core Rulebook/Art/png/General Art/DropShip_Freestyle.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Escape Hoverjet Scene 1 F.png,png,ingame,20067377,19.14,6000,3375,landscape,scene_landscape,scene,tag:battle_aftermath_retreat;tag:battle_action;named_scene,5 Parsecs Core Rulebook/Art/png/General Art/Escape Hoverjet Scene 1 F.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Escape Pink 1 Soulless.png,png,ingame,37410539,35.68,6000,3375,landscape,scene_landscape,scene,species:soulless;tag:battle_aftermath_retreat,5 Parsecs Core Rulebook/Art/png/General Art/Escape Pink 1 Soulless.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Escape Troopers V2 BW.png,png,ingame,19633391,18.72,6000,3375,landscape,scene_landscape,scene,tag:battle_aftermath_retreat,5 Parsecs Core Rulebook/Art/png/General Art/Escape Troopers V2 BW.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Escape Troopers V2.png,png,ingame,37134337,35.41,6000,3375,landscape,scene_landscape,scene,tag:battle_aftermath_retreat,5 Parsecs Core Rulebook/Art/png/General Art/Escape Troopers V2.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Explore_Freestyle.png,png,ingame,16237073,15.48,6000,3375,landscape,scene_landscape,scene,freestyle_action,5 Parsecs Core Rulebook/Art/png/General Art/Explore_Freestyle.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Feral 2 Pistol shot.png,png,ingame,5267714,5.02,6000,3375,landscape,scene_landscape,scene,species:feral,5 Parsecs Core Rulebook/Art/png/General Art/Feral 2 Pistol shot.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Field_Ambush.png,png,ingame,37065516,35.35,6000,3375,landscape,scene_landscape,scene,tag:battle_action,5 Parsecs Core Rulebook/Art/png/General Art/Field_Ambush.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Fire_Up_Freestyle.png,png,ingame,18680802,17.82,6000,3375,landscape,scene_landscape,scene,tag:ship_interior_damaged;freestyle_action,5 Parsecs Core Rulebook/Art/png/General Art/Fire_Up_Freestyle.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Firefight.png,png,ingame,8547303,8.15,6000,3375,landscape,scene_landscape,scene,tag:ship_interior_damaged,5 Parsecs Core Rulebook/Art/png/General Art/Firefight.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,FiveParsecsFromHome-Cover.png,png,ingame,5021425,4.79,4229,3307,landscape,scene_landscape,scene,cover_art,5 Parsecs Core Rulebook/Art/png/General Art/FiveParsecsFromHome-Cover.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,FiveParsecs_EX_C.png,png,ingame,5088170,4.85,3139,3849,portrait,fullpage,scene,,5 Parsecs Core Rulebook/Art/png/General Art/FiveParsecs_EX_C.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Focus_Fire_Freestyle.png,png,ingame,17659023,16.84,6000,3375,landscape,scene_landscape,scene,tag:ship_interior_damaged;freestyle_action,5 Parsecs Core Rulebook/Art/png/General Art/Focus_Fire_Freestyle.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,ForestTrack_1.png,png,ingame,38042588,36.28,6000,3375,landscape,scene_landscape,scene,tag:wilderness_approach,5 Parsecs Core Rulebook/Art/png/General Art/ForestTrack_1.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Forest_Repair.png,png,ingame,36725852,35.02,6000,3375,landscape,scene_landscape,scene,tag:wilderness_approach,5 Parsecs Core Rulebook/Art/png/General Art/Forest_Repair.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Frond Forest 27 JUNGLE SCENE F.png,png,ingame,30310576,28.91,6000,3375,landscape,scene_landscape,scene,tag:wilderness_approach;tag:battle_action;named_scene,5 Parsecs Core Rulebook/Art/png/General Art/Frond Forest 27 JUNGLE SCENE F.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Frond Overlook NO 20 V2 F.png,png,ingame,15226458,14.52,6000,3375,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/Frond Overlook NO 20 V2 F.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Gravtank_Attack_Freestyle.png,png,ingame,36573794,34.88,6000,3375,landscape,scene_landscape,scene,tag:battle_action;freestyle_action,5 Parsecs Core Rulebook/Art/png/General Art/Gravtank_Attack_Freestyle.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Gun_Fire_Concept.png,png,ingame,19673385,18.76,6000,3375,landscape,scene_landscape,scene,tag:ship_interior_damaged;concept_sheet,5 Parsecs Core Rulebook/Art/png/General Art/Gun_Fire_Concept.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Gunfire_Concept.png,png,ingame,16456028,15.69,6000,3375,landscape,scene_landscape,scene,tag:ship_interior_damaged;concept_sheet,5 Parsecs Core Rulebook/Art/png/General Art/Gunfire_Concept.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Hacking Ruin V2.png,png,ingame,31024234,29.59,6000,3375,landscape,scene_landscape,scene,tag:alien_ruins,5 Parsecs Core Rulebook/Art/png/General Art/Hacking Ruin V2.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Halflong-Lurking-p5.6.png,png,ingame,37637387,35.89,6000,3375,landscape,scene_landscape,scene,tag:battle_aftermath_retreat,5 Parsecs Core Rulebook/Art/png/General Art/Halflong-Lurking-p5.6.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,HoloRoom_Freestyle.png,png,ingame,18358257,17.51,6000,3375,landscape,scene_landscape,scene,freestyle_action,5 Parsecs Core Rulebook/Art/png/General Art/HoloRoom_Freestyle.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Holo_room_Concept.png,png,ingame,16803135,16.02,6000,3375,landscape,scene_landscape,scene,concept_sheet,5 Parsecs Core Rulebook/Art/png/General Art/Holo_room_Concept.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,I Got This.png,png,ingame,4491980,4.28,6000,3375,landscape,scene_landscape,scene,tag:battle_aftermath_victory,5 Parsecs Core Rulebook/Art/png/General Art/I Got This.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,IMG_20221218_004231_832.png,png,ingame,959413,0.91,1280,696,landscape,misc,scene,,5 Parsecs Core Rulebook/Art/png/General Art/IMG_20221218_004231_832.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,IMG_20221218_004238_655.png,png,ingame,367412,0.35,1395,1177,landscape,misc,scene,,5 Parsecs Core Rulebook/Art/png/General Art/IMG_20221218_004238_655.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,IMG_20221218_004249_595.png,png,ingame,846036,0.81,1280,696,landscape,misc,scene,,5 Parsecs Core Rulebook/Art/png/General Art/IMG_20221218_004249_595.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Investigating Ruin Scene 8 F copy.png,png,ingame,18793219,17.92,6000,3375,landscape,scene_landscape,scene,tag:alien_ruins;tag:battle_action;named_scene,5 Parsecs Core Rulebook/Art/png/General Art/Investigating Ruin Scene 8 F copy.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Jan_10_Desert_explo.png,png,ingame,17059943,16.27,6000,3500,landscape,scene_landscape,scene,tag:wasteland,5 Parsecs Core Rulebook/Art/png/General Art/Jan_10_Desert_explo.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Jan_11_Desert_explo_Final.png,png,ingame,22398535,21.36,6000,3500,landscape,scene_landscape,scene,tag:wasteland,5 Parsecs Core Rulebook/Art/png/General Art/Jan_11_Desert_explo_Final.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Jan_12_citybike_Final.png,png,ingame,26409646,25.19,6000,3500,landscape,scene_landscape,scene,tag:starport_street,5 Parsecs Core Rulebook/Art/png/General Art/Jan_12_citybike_Final.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Jan_13_portal_.png,png,ingame,24209515,23.09,6000,3500,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/Jan_13_portal_.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Jan_14_towers_Final.png,png,ingame,22659028,21.61,6000,3500,landscape,scene_landscape,scene,tag:alien_ruins,5 Parsecs Core Rulebook/Art/png/General Art/Jan_14_towers_Final.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Jan_2_FP_2.png,png,ingame,18371536,17.52,6000,3500,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/Jan_2_FP_2.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Jan_2_FP_2_.png,png,ingame,18541679,17.68,6000,3508,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/Jan_2_FP_2_.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Jan_2_FP_Final.png,png,ingame,24205775,23.08,6000,3500,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/Jan_2_FP_Final.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Jan_3_FP_2.png,png,ingame,9767989,9.32,6000,3500,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/Jan_3_FP_2.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Jan_6_Cultist_.png,png,ingame,18237015,17.39,6000,3500,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/Jan_6_Cultist_.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Jan_6_Cultist_Final.png,png,ingame,24067977,22.95,6000,3500,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/Jan_6_Cultist_Final.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Jan_7_Cultist_.png,png,ingame,23025063,21.96,6000,3500,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/Jan_7_Cultist_.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Jan_8_Cultist_.png,png,ingame,19436183,18.54,6000,3500,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/Jan_8_Cultist_.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Jan_9_Cultist_.png,png,ingame,19093960,18.21,6000,3500,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/Jan_9_Cultist_.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,June_25_FIVEPARSECS_Docstation_11_12_19.png,png,ingame,13979831,13.33,6000,2043,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/June_25_FIVEPARSECS_Docstation_11_12_19.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Jungle Troopers F.png,png,ingame,24522452,23.39,6000,3375,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/Jungle Troopers F.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Living Space F BW.png,png,ingame,13701906,13.07,6000,3375,landscape,scene_landscape,scene,tag:space_travel,5 Parsecs Core Rulebook/Art/png/General Art/Living Space F BW.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Living Space F.png,png,ingame,20574977,19.62,6420,3611,landscape,scene_landscape,scene,tag:space_travel,5 Parsecs Core Rulebook/Art/png/General Art/Living Space F.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Lotoliths Forest NO 20 F.png,png,ingame,18517373,17.66,6000,3375,landscape,scene_landscape,scene,tag:wilderness_approach,5 Parsecs Core Rulebook/Art/png/General Art/Lotoliths Forest NO 20 F.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Maintenance_Freestyle.png,png,ingame,16719634,15.95,6000,3375,landscape,scene_landscape,scene,freestyle_action,5 Parsecs Core Rulebook/Art/png/General Art/Maintenance_Freestyle.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Mech_Attack.png,png,ingame,16763063,15.99,6000,3375,landscape,scene_landscape,scene,tag:battle_action,5 Parsecs Core Rulebook/Art/png/General Art/Mech_Attack.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Mech_Fire_Freestyle.png,png,ingame,19264134,18.37,6000,3375,landscape,scene_landscape,scene,tag:ship_interior_damaged;freestyle_action,5 Parsecs Core Rulebook/Art/png/General Art/Mech_Fire_Freestyle.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Meeting.png,png,ingame,4061676,3.87,6000,3375,landscape,scene_landscape,scene,tag:starport_bar;tag:patron_meeting,5 Parsecs Core Rulebook/Art/png/General Art/Meeting.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Monolith in Forest 28 JUNGLE SCENE F.png,png,ingame,31389819,29.94,6000,3375,landscape,scene_landscape,scene,tag:wilderness_approach;tag:battle_action;named_scene,5 Parsecs Core Rulebook/Art/png/General Art/Monolith in Forest 28 JUNGLE SCENE F.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Monoliths Abandoned NO 21 F.png,png,ingame,19791163,18.87,7080,3983,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/Monoliths Abandoned NO 21 F.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Moody Nighttime 1 (1).png,png,ingame,9627019,9.18,4500,2522,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/Moody Nighttime 1 (1).png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Mothership 1114 copy.png,png,ingame,8602300,8.2,3840,2471,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/Mothership 1114 copy.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,NO 24 F V2.png,png,ingame,20516011,19.57,6000,3375,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/NO 24 F V2.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,No_11_Map_Updated_Fina_Revisedl.png,png,ingame,25382635,24.21,6000,5320,landscape,scene_landscape,scene,revision,5 Parsecs Core Rulebook/Art/png/General Art/No_11_Map_Updated_Fina_Revisedl.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Nov_10_Thugfight_Illus-p41.png,png,ingame,12863140,12.27,6000,3000,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/Nov_10_Thugfight_Illus-p41.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Nov_10_Thugfight_Illus.png,png,ingame,18796615,17.93,6000,3000,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/Nov_10_Thugfight_Illus.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Nov_11_warehouse3_.png,png,ingame,15878081,15.14,6000,2880,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/Nov_11_warehouse3_.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Nov_12_Tank_fight-p.15.png,png,ingame,7601065,7.25,6000,2880,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/Nov_12_Tank_fight-p.15.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Nov_12_Tank_fight.png,png,ingame,16166325,15.42,6000,2880,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/Nov_12_Tank_fight.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Nov_13_engineerfight3_.png,png,ingame,6772092,6.46,5000,2400,landscape,scene_landscape,scene,species:engineer,5 Parsecs Core Rulebook/Art/png/General Art/Nov_13_engineerfight3_.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Nov_14_Cargo_Hold_up4.png,png,ingame,17963132,17.13,6000,3500,landscape,scene_landscape,scene,tag:ship_cargo,5 Parsecs Core Rulebook/Art/png/General Art/Nov_14_Cargo_Hold_up4.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Nov_14_Scouting_guards_.png,png,ingame,12003228,11.45,5000,2400,landscape,scene_landscape,scene,tag:wilderness_approach,5 Parsecs Core Rulebook/Art/png/General Art/Nov_14_Scouting_guards_.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Nov_15_Party_Time.png,png,ingame,29723219,28.35,8000,4500,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/Nov_15_Party_Time.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Nov_15_cityatnight.png,png,ingame,16840315,16.06,6000,2880,landscape,scene_landscape,scene,tag:starport_street,5 Parsecs Core Rulebook/Art/png/General Art/Nov_15_cityatnight.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Nov_16_Meeting-p23.png,png,ingame,6642149,6.33,5000,2917,landscape,scene_landscape,scene,tag:starport_bar;tag:patron_meeting,5 Parsecs Core Rulebook/Art/png/General Art/Nov_16_Meeting-p23.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Nov_16_Meeting.png,png,ingame,14224202,13.57,5000,2917,landscape,scene_landscape,scene,tag:starport_bar;tag:patron_meeting,5 Parsecs Core Rulebook/Art/png/General Art/Nov_16_Meeting.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Nov_18_Shopping.png,png,ingame,18813678,17.94,6000,3500,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/Nov_18_Shopping.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Nov_20_Lure_shipcrew.png,png,ingame,18693335,17.83,6000,3500,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/Nov_20_Lure_shipcrew.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Nov_21_Sunset_.png,png,ingame,18930473,18.05,6000,3500,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/Nov_21_Sunset_.png,untriaged,,
